Correction,[彼|かれ]は[仏教|ぶっ|きょう]からキリスト[教|きょう]へ[改宗|かい|しゅう]した。
Checked?,
,
ID,100251
User,
Sentence,彼は幅を利かせて何でも自分の思うようにさせる。
Index,彼(かれ)[01] は 幅を利かせる{幅を利かせて}~ 何でも 自分[01] の 思うように 為せる{させる}
Furigana,[彼|かれ]は[幅|はば]を[利|き]かせて[何|なに]でも[自分|じ|ぶん]の[思|おも]うようにさせる。
Parsed Index,[彼|かれ]　[幅を利かせる|はばをき]　[何でも|なん]　[自分|じぶん]　[思うように|おも]
Errors,なん【何でも】
Correction,[彼|かれ]は[幅|はば]を[利|き]かせて[何|なん]でも[自分|じ|ぶん]の[思|おも]うようにさせる。
Checked?,
,
ID,100270
User,
Sentence,彼は風の音に耳を澄ましながら、長い間座っていた。
Index,彼(かれ)[01] は 風の音~ に 耳を澄ます{耳を澄まし} 乍ら[01]{ながら} 長い間 座る[01]{座っていた}
Furigana,[彼|かれ]は[風|かぜ]の[音|おと]に[耳|みみ]を[澄|す]ましながら、[長|なが]い[間|かん][座|すわ]っていた。
Parsed Index,[彼|かれ]　[風の音|かぜのおと]　[耳を澄ます|みみをす]　[長い間|ながいあいだ]　[座る|すわ]
Errors,ながいあいだ【長い間】
Correction,[彼|かれ]は[風|かぜ]の[音|おと]に[耳|みみ]を[澄|す]ましながら、[長|なが]い[間|あいだ][座|すわ]っていた。
Checked?,
,
ID,100292
User,
Sentence,彼は部屋の中を行きつもどりつした。
Index,彼(かれ)[01] は 部屋[01] の 中(なか) を 行きつ戻りつ{行きつもどりつ}~ 為る(する){した}
Furigana,[彼|かれ]は[部屋|へ|や]の[中|なか]を[行|い]きつもどりつした。
Parsed Index,[彼|かれ]　[部屋|へや]　[中|なか]　[行きつ戻りつ|ゆきつもど]
Errors,ゆきつもど【行きつ戻りつ】
Correction,[彼|かれ]は[部屋|へ|や]の[中|なか]を[行|ゆ]きつもどりつした。
Checked?,
,
ID,100447
User,
Sentence,彼は不愉快な話を２時間もした。
Index,彼(かれ)[01] は 不愉快{不愉快な} 話(はなし)[02]~ を 時間[02] も 為る(する){した}
Furigana,[彼|かれ]は[不愉快|ふ|ゆ|かい]な[話|はなし]を[２|][時間|じ|かん]もした。
Parsed Index,[彼|かれ]　[不愉快|ふゆかい]　[話|はなし]　[時間|じかん]
Errors,empty-furigana
Correction,[彼|かれ]は[不愉快|ふ|ゆ|かい]な[話|はなし]を[２時間|に|じ|かん]もした。
Checked?,
,
ID,100488
User,
Sentence,彼は不安げにいすの上でもじもじした。
Index,彼(かれ)[01] は 不安 気(げ){げ} に 椅子(いす)[01]{いす} の 上(うえ) で(#2028980) もじもじ~ 為る(する){した}
Furigana,[彼|かれ]は[不安|ふ|あん]げにいすの[上|じょう]でもじもじした。
Parsed Index,[彼|かれ]　[不安|ふあん]　[上|うえ]
Errors,うえ【上】
Correction,[彼|かれ]は[不安|ふ|あん]げにいすの[上|うえ]でもじもじした。
Checked?,
,
ID,100530
User,
Sentence,彼は品がない。
Index,彼(かれ)[01] は 品[01]~ が 無い{ない}
Furigana,[彼|かれ]は[品|ひん]がない。
Parsed Index,[彼|かれ]　[品|しな]
Errors,しな【品】
Correction,
Checked?,
,
ID,100543
User,
Sentence,彼は病気の間すごい勇気を示した。
Index,彼(かれ)[01] は 病気{病気の} 間(あいだ)[02]~ 凄い[02]{すごい} 勇気 を 示す{示した}
Furigana,[彼|かれ]は[病気|びょう|き]の[間|ま]すごい[勇気|ゆう|き]を[示|しめ]した。
Parsed Index,[彼|かれ]　[病気|びょうき]　[間|あいだ]　[勇気|ゆうき]　[示す|しめ]
Errors,あいだ【間】
Correction,[彼|かれ]は[病気|びょう|き]の[間|あいだ]すごい[勇気|ゆう|き]を[示|しめ]した。
Checked?,
,
ID,100617
User,
Sentence,彼は氷の上で転んで脚を傷めた。
Index,彼(かれ)[01] は 氷(こおり)[01] の 上(うえ) で(#2028980) 転ぶ{転んで} 足(あし){脚} を[01] 傷める{傷めた}~
Furigana,[彼|かれ]は[氷|こおり]の[上|じょう]で[転|ころ]んで[脚|あし]を[傷|いた]めた。
Parsed Index,[彼|かれ]　[氷|こおり]　[上|うえ]　[転ぶ|ころ]　[足|あし]　[傷める|いた]
Errors,うえ【上】
Correction,[彼|かれ]は[氷|こおり]の[上|うえ]で[転|ころ]んで[脚|あし]を[傷|いた]めた。
Checked?,
,
ID,1006454
User,
Sentence,毎週、月火はピアノ、水金はダンスを習ってるの。
Index,毎週 月火~ は ピアノ 水金(すいきん)[02]~ は ダンス を 習う{習ってる} の[04]{の}
Furigana,[毎週|まい|しゅう]、[月|つき][火|ひ]はピアノ、[水金|みず|かね]はダンスを[習|なら]ってるの。
Parsed Index,[毎週|まいしゅう]　[月火|げつか]　[水金|すいきん]　[習う|なら]
Errors,げつか【月火】；すいきん【水金】
Correction,[毎週|まい|しゅう]、[月火|げつ|か]はピアノ、[水金|すい|きん]はダンスを[習|なら]ってるの。
Checked?,
,
ID,100716
User,
Sentence,彼は非常に身体が弱くて力仕事はできなかった。
Index,彼(かれ)[01] は 非常に 体(からだ){身体} が 弱い{弱くて} 力仕事~ は 出来る{できなかった}
Furigana,[彼|かれ]は[非常|ひ|じょう]に[身体|しん|たい]が[弱|よわ]くて[力仕事|ちから|し|ごと]はできなかった。
Parsed Index,[彼|かれ]　[非常に|ひじょう]　[体|からだ]　[弱い|よわ]　[力仕事|ちからしごと]
Errors,からだ【体】
Correction,[彼|かれ]は[非常|ひ|じょう]に[身体|からだ]が[弱|よわ]くて[力仕事|ちから|し|ごと]はできなかった。
Checked?,
,
ID,100924
User,
Sentence,彼は彼女の恵まれた才能にあこがれを抱いた。
Index,彼(かれ)[01] は 彼女[01]{彼女の} 恵まれる{恵まれた} 才能 に 憧れ{あこがれ}~ を 抱く(#1584090){抱いた}
Furigana,[彼|かれ]は[彼女|かの|じょ]の[恵|めぐ]まれた[才能|さい|のう]にあこがれを[抱|だ]いた。
Parsed Index,[彼|かれ]　[彼女|かのじょ]　[恵まれる|めぐ]　[才能|さいのう]　[抱く|いだ]
Errors,いだ【抱く】
Correction,[彼|かれ]は[彼女|かの|じょ]の[恵|めぐ]まれた[才能|さい|のう]にあこがれを[抱|いだ]いた。
Checked?,
,
ID,101113
User,
Sentence,彼は彼女から多額の金をゆすり取った。
Index,彼(かれ)[01] は 彼女 から 多額 の 金(かね)[01] を 強請り取る{ゆすり取った}~
Furigana,[彼|かれ]は[彼女|かの|じょ]から[多額|た|がく]の[金|きん]をゆすり[取|ど]った。
Parsed Index,[彼|かれ]　[彼女|かのじょ]　[多額|たがく]　[金|かね]　[強請り取る|ゆすりと]
Errors,かね【金】；ゆすりと【強請り取る】
Correction,[彼|かれ]は[彼女|かの|じょ]から[多額|た|がく]の[金|かね]をゆすり[取|と]った。
Checked?,
,
ID,101226
User,
Sentence,彼は半分行った所でレースから脱落してしまった。
Index,彼(かれ)[01] は 半分(はんぶん) 行く[01]{行った} 所(ところ) で(#2028980) レース(#1144380) から 脱落~ 為る(する){して} 仕舞う{しまった}
Furigana,[彼|かれ]は[半分|はん|ぶん][行|おこな]った[所|ところ]でレースから[脱落|だつ|らく]してしまった。
Parsed Index,[彼|かれ]　[半分|はんぶん]　[行く|い]　[所|ところ]　[脱落|だつらく]
Errors,い【行く】
Correction,[彼|かれ]は[半分|はん|ぶん][行|い]った[所|ところ]でレースから[脱落|だつ|らく]してしまった。
Checked?,
,
ID,101261
User,fjay69
Sentence,彼は迫害者を懲らしめて人民たちのあだを討つだろう。
Index,彼(かれ)[01] は 迫害者~ を 懲らしめる{懲らしめて}~ 人民(じんみん) 達{たち} の 仇を討つ{あだを討つ}~ だろう
Furigana,[彼|かれ]は[迫害|はく|がい][者|しゃ]を[懲|こ]らしめて[人民|じん|みん]たちのあだを[討|う]つだろう。
Parsed Index,[彼|かれ]　[迫害者|はくがいしゃ]　[懲らしめる|こ]　[人民|じんみん]　[仇を討つ|かたきをう]
Errors,かたきをう【仇を討つ】
Correction,
Checked?,
,
ID,101325
User,
Sentence,彼は農園主の微笑んでいる赤ら顔をじっと見て、「はい」と答えました。
Index,彼(かれ)[01] は 農園主 の 微笑む{微笑んでいる} 赤ら顔~ を じっと見る{じっと見て} はい[01] と 答える{答えました}
Furigana,[彼|かれ]は[農園|のう|えん][主|ぬし]の[微笑|ほほ|え]んでいる[赤|あか]ら[顔|がお]をじっと[見|み]て、「はい」と[答|こた]えました。
Parsed Index,[彼|かれ]　[農園主|のうえんしゅ]　[微笑む|ほほえ]　[赤ら顔|あからがお]　[じっと見る|じっとみ]　[答える|こた]
Errors,のうえんしゅ【農園主】
Correction,[彼|かれ]は[農園主|のう|えん|しゅ]の[微笑|ほほ|え]んでいる[赤|あか]ら[顔|がお]をじっと[見|み]て、「はい」と[答|こた]えました。
Checked?,
,
ID,101440
User,
Sentence,彼は日本文学の研究者だ。
Index,彼(かれ)[01] は 日本文学~ の 研究者 だ
Furigana,[彼|かれ]は[日本|にっ|ぽん][文学|ぶん|がく]の[研究|けん|きゅう][者|しゃ]だ。
Parsed Index,[彼|かれ]　[日本文学|にほんぶんがく]　[研究者|けんきゅうしゃ]
Errors,にほんぶんがく【日本文学】
Correction,[彼|かれ]は[日本|に|ほん][文学|ぶん|がく]の[研究|けん|きゅう][者|しゃ]だ。
Checked?,
,
ID,101441
User,
Sentence,彼は日本文化のよさを認めています。
Index,彼(かれ)[01] は 日本 文化[01] の 良さ{よさ}~ を 認める(みとめる){認めています}
Furigana,[彼|かれ]は[日本|にっ|ぽん][文化|ぶん|か]のよさを[認|みと]めています。
Parsed Index,[彼|かれ]　[日本|にほん]　[文化|ぶんか]　[認める|みと]
Errors,にほん【日本】
Correction,[彼|かれ]は[日本|に|ほん][文化|ぶん|か]のよさを[認|みと]めています。
Checked?,
,
ID,101464
User,
Sentence,彼は日本の民話を教科書用に纏めた。
Index,彼(かれ)[01] は 日本 の 民話~ を 教科書 用[02] に 纏める{纏めた}
Furigana,[彼|かれ]は[日本|にっ|ぽん]の[民話|みん|わ]を[教科書|きょう|か|しょ][用|よう]に[纏|まと]めた。
Parsed Index,[彼|かれ]　[日本|にほん]　[民話|みんわ]　[教科書|きょうかしょ]　[用|よう]　[纏める|まと]
Errors,にほん【日本】
Correction,[彼|かれ]は[日本|に|ほん]の[民話|みん|わ]を[教科書|きょう|か|しょ][用|よう]に[纏|まと]めた。
Checked?,
,
ID,101481
User,
Sentence,彼は日本で有名な流行歌手です。
Index,彼(かれ)[01] は 日本 で(#2028980) 有名[01]{有名な} 流行歌手~ です
Furigana,[彼|かれ]は[日本|にっ|ぽん]で[有名|ゆう|めい]な[流行|りゅう|こう][歌手|か|しゅ]です。
Parsed Index,[彼|かれ]　[日本|にほん]　[有名|ゆうめい]　[流行歌手|りゅうこうかしゅ]
Errors,にほん【日本】
Correction,[彼|かれ]は[日本|に|ほん]で[有名|ゆう|めい]な[流行|りゅう|こう][歌手|か|しゅ]です。
Checked?,
,
ID,101541
User,
Sentence,彼は二言三言述べると行ってしまった。
Index,彼(かれ)[01] は 二言三言~ 述べる と 行く[01]{行って} 仕舞う{しまった}
Furigana,[彼|かれ]は[二言|に|ごん][三|さん][言|こと][述|の]べると[行|おこな]ってしまった。
Parsed Index,[彼|かれ]　[二言三言|ふたことみこと]　[述べる|の]　[行く|い]
Errors,ふたことみこと【二言三言】；い【行く】
Correction,[彼|かれ]は[二言三言|ふた|こと|み|こと][述|の]べると[行|い]ってしまった。
Checked?,
,
ID,101644
User,
Sentence,彼は同輩に相当受けがよい。
Index,彼(かれ)[01] は 同輩~ に 相当[05] 受けが良い{受けがよい}
Furigana,[彼|かれ]は[同輩|どう|はい]に[相当|そう|とう][受|う]けがよい。
Parsed Index,[彼|かれ]　[同輩|どうはい]　[相当|そうとう]　[受けが良い|うけがい]
Errors,うけがい【受けが良い】
Correction,
Checked?,
,
ID,101743
User,
Sentence,彼は当校の名を汚した。
Index,彼(かれ)[01] は 当校~ の 名を汚す{名を汚した}
Furigana,[彼|かれ]は[当校|とう|こう]の[名|な]を[汚|よご]した。
Parsed Index,[彼|かれ]　[当校|とうこう]　[名を汚す|なをけが]
Errors,なをけが【名を汚す】
Correction,[彼|かれ]は[当校|とう|こう]の[名|な]を[汚|けが]した。
Checked?,
,
ID,101915
User,small_snow
Sentence,彼は店の入り口に閉店の札をかけた。
Index,彼(かれ)[01] は 店(みせ) の 入り口 に 閉店 の 札(ふだ)[01]~ を 掛ける[01]{かけた}
Furigana,[彼|かれ]は[店|みせ]の[入|い]り[口|くち]に[閉店|へい|てん]の[札|ふだ]をかけた。
Parsed Index,[彼|かれ]　[店|みせ]　[入り口|いりぐち]　[閉店|へいてん]　[札|ふだ]
Errors,いりぐち【入り口】
Correction,[彼|かれ]は[店|みせ]の[入|い]り[口|ぐち]に[閉店|へい|てん]の[札|ふだ]をかけた。
Checked?,
,
ID,101983
User,
Sentence,彼は庭木を一本切り倒した。
Index,彼(かれ)[01] は 庭木~ を 一本 切り倒す{切り倒した}
Furigana,[彼|かれ]は[庭木|にわ|き]を[一|いち][本|ほん][切|き]り[倒|たお]した。
Parsed Index,[彼|かれ]　[庭木|にわき]　[一本|いっぽん]　[切り倒す|きりたお]
Errors,いっぽん【一本】
Correction,[彼|かれ]は[庭木|にわ|き]を[一本|いっ|ぽん][切|き]り[倒|たお]した。
Checked?,
,
ID,102124
User,
Sentence,彼は駐米日本大使に任命された。
Index,彼(かれ)[01] は 駐米~ 日本 大使 に 任命 為れる{された}
Furigana,[彼|かれ]は[駐|ちゅう][米|べい][日本|にっ|ぽん][大使|たい|し]に[任命|にん|めい]された。
Parsed Index,[彼|かれ]　[駐米|ちゅうべい]　[日本|にほん]　[大使|たいし]　[任命|にんめい]
Errors,にほん【日本】
Correction,[彼|かれ]は[駐|ちゅう][米|べい][日本|に|ほん][大使|たい|し]に[任命|にん|めい]された。
Checked?,
,
ID,102145
User,
Sentence,彼は昼間の仕事のほかに、毎晩定時制高校に通っている。
Index,彼(かれ)[01] は 昼間 の 仕事[01]{仕事の} 他に{ほかに} 毎晩 定時制~ 高校 に 通う[02]{通っている}
Furigana,[彼|かれ]は[昼間|ひる|ま]の[仕事|し|ごと]のほかに、[毎晩|まい|ばん][定時|てい|じ][制|せい][高校|こう|こう]に[通|とお]っている。
Parsed Index,[彼|かれ]　[昼間|ひるま]　[仕事|しごと]　[毎晩|まいばん]　[定時制|ていじせい]　[高校|こうこう]　[通う|かよ]
Errors,かよ【通う】
Correction,[彼|かれ]は[昼間|ひる|ま]の[仕事|し|ごと]のほかに、[毎晩|まい|ばん][定時|てい|じ][制|せい][高校|こう|こう]に[通|かよ]っている。
Checked?,
,
ID,102150
User,
Sentence,彼は中流階級の出だ。
Index,彼(かれ)[01] は 中流~ 階級[01]~ の 出(で) だ
Furigana,[彼|かれ]は[中流|ちゅう|りゅう][階級|かい|きゅう]の[出|だし]だ。
Parsed Index,[彼|かれ]　[中流|ちゅうりゅう]　[階級|かいきゅう]　[出|で]
Errors,で【出】
Correction,[彼|かれ]は[中流|ちゅう|りゅう][階級|かい|きゅう]の[出|で]だ。
Checked?,
,
ID,102168
User,
Sentence,彼は中央アジアの旅行から戻ってきた。
Index,彼(かれ)[01] は 中央アジア~ の 旅行 から 戻って来る{戻ってきた}
Furigana,[彼|かれ]は[中央|ちゅう|おう]アジアの[旅行|りょ|こう]から[戻|もど]ってきた。
Parsed Index,[彼|かれ]　[中央アジア|ちゅうおう]　[旅行|りょこう]　[戻って来る|もどってく]
Errors,もどってく【戻って来る】
Correction,
Checked?,
,
ID,102215
User,
Sentence,彼は恥ずかしさのあまり首を垂れた。
Index,彼(かれ)[01] は 恥ずかしい{恥ずかし} さ[01] の余り{のあまり} 頭を垂れる[02]{首を垂れた}~
Furigana,[彼|かれ]は[恥|は]ずかしさのあまり[首|くび]を[垂|しだ]れた。
Parsed Index,[彼|かれ]　[恥ずかしい|は]　[頭を垂れる|こうべをた]
Errors,こうべをた【頭を垂れる】
Correction,[彼|かれ]は[恥|は]ずかしさのあまり[首|こうべ]を[垂|た]れた。
Checked?,
,
ID,102362
User,
Sentence,彼は大統領在職中日本を訪れた。
Index,彼(かれ)[01] は 大統領 在職~ 中(ちゅう)[03] 日本 を 訪れる{訪れた}
Furigana,[彼|かれ]は[大統領|だい|とう|りょう][在職|ざい|しょく][中|ちゅう][日本|にっ|ぽん]を[訪|おとず]れた。
Parsed Index,[彼|かれ]　[大統領|だいとうりょう]　[在職|ざいしょく]　[中|ちゅう]　[日本|にほん]　[訪れる|おとず]
Errors,にほん【日本】
Correction,[彼|かれ]は[大統領|だい|とう|りょう][在職|ざい|しょく][中|ちゅう][日本|に|ほん]を[訪|おとず]れた。
Checked?,
,
ID,102424
User,
Sentence,彼は大逆罪で島流しにされた。
Index,彼(かれ)[01] は 大逆罪~ で(#2028980) 島流し~ に 為れる{された}
Furigana,[彼|かれ]は[大逆|だい|ぎゃく][罪|ざい]で[島流|しま|なが]しにされた。
Parsed Index,[彼|かれ]　[大逆罪|たいぎゃくざい]　[島流し|しまなが]
Errors,たいぎゃくざい【大逆罪】
Correction,[彼|かれ]は[大逆罪|たい|ぎゃく|ざい]で[島流|しま|なが]しにされた。
Checked?,
,
ID,102478
User,
Sentence,彼は大きな本をドスンと机の上に置いた。
Index,彼(かれ)[01] は 大きな 本(ほん)[01] を どすん{ドスンと}~ 机 の 上(うえ)[03] に 置く[01]{置いた}
Furigana,[彼|かれ]は[大|おお]きな[本|ほん]をドスンと[机|つくえ]の[上|じょう]に[置|お]いた。
Parsed Index,[彼|かれ]　[大きな|おお]　[本|ほん]　[机|つくえ]　[上|うえ]　[置く|お]
Errors,うえ【上】
Correction,[彼|かれ]は[大|おお]きな[本|ほん]をドスンと[机|つくえ]の[上|うえ]に[置|お]いた。
Checked?,
,
ID,102600
User,
Sentence,彼は多くの希望と不安を抱いて結婚にふみきった。
Index,彼(かれ)[01] は 多く の 希望 と 不安 を 抱く(#1584090){抱いて} 結婚 に 踏み切る[02]{ふみきった}~
Furigana,[彼|かれ]は[多|おお]くの[希望|き|ぼう]と[不安|ふ|あん]を[抱|だ]いて[結婚|けっ|こん]にふみきった。
Parsed Index,[彼|かれ]　[多く|おお]　[希望|きぼう]　[不安|ふあん]　[抱く|いだ]　[結婚|けっこん]
Errors,いだ【抱く】
Correction,[彼|かれ]は[多|おお]くの[希望|き|ぼう]と[不安|ふ|あん]を[抱|いだ]いて[結婚|けっ|こん]にふみきった。
Checked?,
,
ID,102627
User,
Sentence,彼は他言しないと約束した。
Index,彼(かれ)[01] は 他言~ 為る(する){しない} と 約束[01] 為る(する){した}
Furigana,[彼|かれ]は[他言|た|ごん]しないと[約束|やく|そく]した。
Parsed Index,[彼|かれ]　[他言|たげん]　[約束|やくそく]
Errors,たげん【他言】
Correction,
Checked?,
,
ID,102629
User,
Sentence,彼は他の男の子達の物笑いの種だった。
Index,彼(かれ)[01] は 他(ほか){他の} 男の子(おとこのこ) 達 の 物笑い~ の 種(たね)[05] だ{だった}
Furigana,[彼|かれ]は[他|た]の[男|おとこ]の[子|こ][達|たち]の[物笑|もの|わら]いの[種|たね]だった。
Parsed Index,[彼|かれ]　[他|ほか]　[男の子|おとこのこ]　[達|たち]　[物笑い|ものわら]　[種|たね]
Errors,ほか【他】
Correction,[彼|かれ]は[他|ほか]の[男|おとこ]の[子|こ][達|たち]の[物笑|もの|わら]いの[種|たね]だった。
Checked?,
,
ID,102633
User,
Sentence,彼は他の大勢の人達と共に亡命した。
Index,彼(かれ)[01] は 他(ほか){他の} 大勢(おおぜい){大勢の} 人達 と 共に 亡命~ 為る(する){した}
Furigana,[彼|かれ]は[他|た]の[大勢|おお|ぜい]の[人達|ひと|たち]と[共|とも]に[亡命|ぼう|めい]した。
Parsed Index,[彼|かれ]　[他|ほか]　[大勢|おおぜい]　[人達|ひとたち]　[共に|とも]　[亡命|ぼうめい]
Errors,ほか【他】
Correction,[彼|かれ]は[他|ほか]の[大勢|おお|ぜい]の[人達|ひと|たち]と[共|とも]に[亡命|ぼう|めい]した。
Checked?,
,
ID,102634
User,
Sentence,彼は他の生徒の見せしめになっただろう。
Index,彼(かれ)[01] は 他(ほか){他の} 生徒 の 見せしめ~ になる[01]{になった} だろう
Furigana,[彼|かれ]は[他|た]の[生徒|せい|と]の[見|み]せしめになっただろう。
Parsed Index,[彼|かれ]　[他|ほか]　[生徒|せいと]　[見せしめ|み]
Errors,ほか【他】
Correction,[彼|かれ]は[他|ほか]の[生徒|せい|と]の[見|み]せしめになっただろう。
Checked?,
,
ID,102639
User,
Sentence,彼は他の事に気を取られている。
Index,彼(かれ)[01] は 他(ほか) の[01]{の} 事(こと) に 気を取られる{気を取られている}~
Furigana,[彼|かれ]は[他|た]の[事|こと]に[気|き]を[取|と]られている。
Parsed Index,[彼|かれ]　[他|ほか]　[事|こと]　[気を取られる|きをと]
Errors,ほか【他】
Correction,[彼|かれ]は[他|ほか]の[事|こと]に[気|き]を[取|と]られている。
Checked?,
,
ID,102687
User,
Sentence,彼は足の骨を折った時、３ヶ月間松葉杖を使わなければならなかった。
Index,彼(かれ)[01] は 足(あし) の 骨を折る[02]{骨を折った} 時(とき) ヶ月 間(かん)[01] 松葉杖~ を 使う[01]{使わ} ねばならない{なければならなかった}
Furigana,[彼|かれ]は[足|あし]の[骨|ほね]を[折|お]った[時|とき]、[３|][ヶ月|かげつ][間|かん][松葉杖|まつ|ば|づえ]を[使|つか]わなければならなかった。
Parsed Index,[彼|かれ]　[足|あし]　[骨を折る|ほねをお]　[時|とき]　[ヶ月|かげつ]　[間|かん]　[松葉杖|まつばづえ]　[使う|つか]
Errors,empty-furigana
Correction,[彼|かれ]は[足|あし]の[骨|ほね]を[折|お]った[時|とき]、[３ヶ月|さん|か|げつ][間|かん][松葉杖|まつ|ば|づえ]を[使|つか]わなければならなかった。
Checked?,
,
ID,102706
User,
Sentence,彼は息子を正式の相続人と認めた。
Index,彼(かれ)[01] は 息子[01] を 正式{正式の} 相続人~ と 認める(みとめる){認めた}
Furigana,[彼|かれ]は[息子|むす|こ]を[正式|せい|しき]の[相続|そう|ぞく][人|じん]と[認|みと]めた。
Parsed Index,[彼|かれ]　[息子|むすこ]　[正式|せいしき]　[相続人|そうぞくにん]　[認める|みと]
Errors,そうぞくにん【相続人】
Correction,[彼|かれ]は[息子|むす|こ]を[正式|せい|しき]の[相続人|そう|ぞく|にん]と[認|みと]めた。
Checked?,
,
ID,102866
User,
Sentence,彼は早く床に就いたが午前２時近くまで寝入れなかった。
Index,彼(かれ)[01] は 早く[01] 床に就く{床に就いた} が 午前 時(じ)[01] 近く 迄{まで} 寝入る{寝入れなかった}~
Furigana,[彼|かれ]は[早|はや]く[床|ゆか]に[就|つ]いたが[午前|ご|ぜん][２|][時|じ][近|ちか]くまで[寝|ね][入|い]れなかった。
Parsed Index,[彼|かれ]　[早く|はや]　[床に就く|とこにつ]　[午前|ごぜん]　[時|じ]　[近く|ちか]　[寝入る|ねい]
Errors,とこにつ【床に就く】；empty-furigana
Correction,[彼|かれ]は[早|はや]く[床|とこ]に[就|つ]いたが[午前|ご|ぜん][２|に][時|じ][近|ちか]くまで[寝|ね][入|い]れなかった。
Checked?,
,
ID,102928
User,
Sentence,彼は全治一ヶ月の負傷を受けた。
Index,彼(かれ)[01] は 全治~ 一ヶ月 の 負傷 を 受ける{受けた}
Furigana,[彼|かれ]は[全治|ぜん|ち][一|いち][ヶ月|かげつ]の[負傷|ふ|しょう]を[受|う]けた。
Parsed Index,[彼|かれ]　[全治|ぜんち]　[一ヶ月|いっかげつ]　[負傷|ふしょう]　[受ける|う]
Errors,いっかげつ【一ヶ月】
Correction,[彼|かれ]は[全治|ぜん|ち][一ヶ月|いっ|か|げつ]の[負傷|ふ|しょう]を[受|う]けた。
Checked?,
,
ID,102977
User,
Sentence,彼は前回の好景気の間に財産を株取り引きのあてた。
Index,彼(かれ)[01] は 前回~ の 好景気 の 間(あいだ) に 財産 を 株(かぶ)[01] 取引{取り引き} の 当てる[06]{あてた}~
Furigana,[彼|かれ]は[前回|ぜん|かい]の[好景気|こう|けい|き]の[間|ま]に[財産|ざい|さん]を[株|かぶ][取|と]り[引|ひ]きのあてた。
Parsed Index,[彼|かれ]　[前回|ぜんかい]　[好景気|こうけいき]　[間|あいだ]　[財産|ざいさん]　[株|かぶ]　[取引|とりひき]
Errors,あいだ【間】
Correction,[彼|かれ]は[前回|ぜん|かい]の[好景気|こう|けい|き]の[間|あいだ]に[財産|ざい|さん]を[株|かぶ][取|と]り[引|ひ]きのあてた。
Checked?,
,
ID,103057
User,
Sentence,彼は先人と同じ道を歩むことを名誉だと信じている。
Index,彼(かれ)[01] は 先人~ と 同じ[01] 道(みち) を 歩む[02] 事(こと){こと} を 名誉[01] だ と 信じる{信じている}
Furigana,[彼|かれ]は[先人|せん|じん]と[同|おな]じ[道|どう]を[歩|あゆ]むことを[名誉|めい|よ]だと[信|しん]じている。
Parsed Index,[彼|かれ]　[先人|せんじん]　[同じ|おな]　[道|みち]　[歩む|あゆ]　[名誉|めいよ]　[信じる|しん]
Errors,みち【道】
Correction,[彼|かれ]は[先人|せん|じん]と[同|おな]じ[道|みち]を[歩|あゆ]むことを[名誉|めい|よ]だと[信|しん]じている。
Checked?,
,
ID,103084
User,
Sentence,彼は絶対にその謀議に加担していなかった。反政府の悪だくみがあったのは、かれではなくて、かれの兄だった。
Index,彼(かれ)[01] は 絶対に 其の[01]{その} 謀議~ に 加担 為る(する){していなかった} 反政府~ の 悪巧み{悪だくみ}~ が[01] 有る{あった} の は 彼(かれ){かれ} だ{ではなくて} 彼(かれ){かれ} の 兄(あに) だ{だった}
